Timestamp,"Type of Mobile Plan
Jenis Pelan Mudah Alih","Are you satisfied with your current type of mobile plan? (Postpaid/Prepaid)
Adakah anda berpuas hati dengan jenis pelan mudah alih anda? (Pascabayar/Prabayar)","Age
Umur
e.g: 22","Gender
Jantina","Occupation
Pekerjaan","Income (RM)
Pendapatan (RM)
e.g: 5000","Education Level
Tahap Pendidikan","Marital Status
Status Perkahwinan","Number of dependents (person)
Bilangan tanggungan (orang)
e.g: 5","Location
Tempat tinggal","Average Monthly Data Usage (GB)
Purata Penggunaan Data Bulanan (GB)
e.g: 20","Do you often play games (e.g. Mobile Legends, Genshin Impact) ?
Adakah anda sering bermain permainan (e.g. Mobile Legends) ?","Do you often stream? (e.g. Youtube, Netflix)
Adakah anda sering melayari penstriman?  (e.g. Youtube, Netflix)","Do you often use social media? (e.g. TikTok, Instagram)
Adakah anda sering menggunakan media sosial?  (e.g. TikTok, Instagram)","Average Daily Time Spent On Mobile Device (Hours)
Purata Masa Harian Menggunakan Telefon Bimbit (Jam)
e.g: 2","Hotspot Usage
Penggunaan Hotspot","Current Mobile Service Provider
Penyedia Perkhidmatan Mudah Alih","Number of years with current telco
Jumlah tahun dengan telco sekarang
e.g: 3","Monthly expenses on mobile plan (RM)
Perbelanjaan bulanan untuk pelan mudah alih (RM)
e.g: 50","Number of SIM cards owned
Bilangan kad SIM yang dimiliki
e.g: 2","Number of device owned (Laptops, phones, tablets)
Jumlah peranti yang dimiliki (Komputer riba, telefon bimbit, tablet)
e.g: 3","Number of lines in household
Jumlah talian mudah alih dalam isi rumah
e.g: 4","Do you have a smartphone under contract?
Adakah anda mempunyai telefon pintar di bawah kontrak?","Do you have Wi-Fi at home?
Adakah anda mempunyai Wi-Fi di rumah?",Column 25
5/20/2025 18:44:46,Prepaid,Yes / Ya,45,Male / Lelaki,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Sub-urban / Pinggir bandar,50,No / Tidak,No / Tidak,Yes / Ya,2,Often / Selalu,CelcomDigi,10,50,1,2,5,No / Tidak,Yes / Ya,
5/20/2025 18:44:55,Postpaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Sub-urban / Pinggir bandar,60,No / Tidak,Yes / Ya,Yes / Ya,8,Sometimes / Kadang Kala,redONE,1,40.28,1,3,2,No / Tidak,Yes / Ya,
5/20/2025 18:45:28,Prepaid,Yes / Ya,23,Male / Lelaki,Student / Pelajar,2000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,10,Rarely / Jarang,CelcomDigi,5,35,2,4,5,No / Tidak,Yes / Ya,
5/20/2025 18:46:19,Prepaid,Yes / Ya,21,Male / Lelaki,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Urban / Bandar,40,Yes / Ya,Yes / Ya,No / Tidak,6,Rarely / Jarang,Maxis,7,45,1,3,6,No / Tidak,Yes / Ya,
5/20/2025 18:54:13,Prepaid,Yes / Ya,16,Male / Lelaki,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Rural / Luar bandar,4,No / Tidak,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,Onexox,1,25,1,1,2,No / Tidak,Yes / Ya,
5/20/2025 18:56:34,Postpaid,Yes / Ya,50,Female / Perempuan,Employed / Bekerja,4000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,1,Sub-urban / Pinggir bandar,60,No / Tidak,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,10,95,1,3,4,No / Tidak,Yes / Ya,
5/20/2025 18:58:05,Postpaid,Yes / Ya,62,Female / Perempuan,Retired / Telah bersara,4000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Sub-urban / Pinggir bandar,2,No / Tidak,No / Tidak,Yes / Ya,1,Rarely / Jarang,CelcomDigi,20,50,1,1,2,No / Tidak,Yes / Ya,
5/20/2025 18:58:58,Postpaid,Yes / Ya,40,Male / Lelaki,Employed / Bekerja,7000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,80,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,CelcomDigi,16,140,1,1,3,Yes / Ya,No / Tidak,
5/20/2025 18:59:24,Prepaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Rural / Luar bandar,45,No / Tidak,Yes / Ya,Yes / Ya,8,Often / Selalu,Maxis,7,45,1,3,4,No / Tidak,No / Tidak,
5/20/2025 18:59:59,Prepaid,Yes / Ya,31,Female / Perempuan,Employed / Bekerja,1500,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,2,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,4,35,1,2,4,No / Tidak,No / Tidak,
5/20/2025 19:04:10,Prepaid,Yes / Ya,30,Female / Perempuan,Employed / Bekerja,1500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,5,Urban / Bandar,60,No / Tidak,Yes / Ya,Yes / Ya,1,Sometimes / Kadang Kala,CelcomDigi,3,90,1,2,4,Yes / Ya,Yes / Ya,
5/20/2025 19:04:49,Postpaid,Yes / Ya,51,Female / Perempuan,Employed / Bekerja,5500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,50,No / Tidak,No / Tidak,No / Tidak,8,Sometimes / Kadang Kala,CelcomDigi,20,60,1,2,7,No / Tidak,Yes / Ya,
5/20/2025 19:06:03,Postpaid,Yes / Ya,61,Female / Perempuan,Retired / Telah bersara,4000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,2,Rural / Luar bandar,10,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,7,42,1,1,4,No / Tidak,Yes / Ya,
5/20/2025 19:06:50,Prepaid,Yes / Ya,53,Male / Lelaki,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Rural / Luar bandar,10,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,ONEOnexox,10,30,1,3,3,No / Tidak,Yes / Ya,
5/20/2025 19:07:43,Prepaid,Yes / Ya,24,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,1,Urban / Bandar,25,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Tune Talk,6,30,1,3,3,No / Tidak,Yes / Ya,
5/20/2025 19:11:23,Prepaid,Yes / Ya,24,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,1,Urban / Bandar,25,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Tune Talk,6,30,1,3,3,No / Tidak,Yes / Ya,
5/20/2025 19:17:44,Prepaid,Yes / Ya,19,Male / Lelaki,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Sub-urban / Pinggir bandar,20,No / Tidak,No / Tidak,Yes / Ya,4,Often / Selalu,U Mobile,4,40,1,2,4,No / Tidak,Yes / Ya,
5/20/2025 19:19:36,Postpaid,Yes / Ya,47,Female / Perempuan,Employed / Bekerja,7000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,8,Sub-urban / Pinggir bandar,120,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,CelcomDigi,10,100,1,2,5,No / Tidak,Yes / Ya,
5/20/2025 19:20:18,Postpaid,Yes / Ya,54,Male / Lelaki,Retired / Telah bersara,5000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,4,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,3,Often / Selalu,CelcomDigi,26,70,2,3,4,No / Tidak,No / Tidak,
5/20/2025 19:23:28,Prepaid,Yes / Ya,53,Male / Lelaki,Employed / Bekerja,7500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Sub-urban / Pinggir bandar,50,No / Tidak,No / Tidak,Yes / Ya,1,Sometimes / Kadang Kala,CelcomDigi,2,50,1,1,3,No / Tidak,No / Tidak,
5/20/2025 19:26:01,Prepaid,Yes / Ya,53,Female / Perempuan,Employed / Bekerja,6800,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,Maxis,25,180,2,3,1,Yes / Ya,Yes / Ya,
5/20/2025 19:28:18,Postpaid,Yes / Ya,50,Female / Perempuan,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,60,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,Maxis,22,98,1,3,5,No / Tidak,Yes / Ya,
5/20/2025 19:28:43,Postpaid,Yes / Ya,58,Female / Perempuan,Retired / Telah bersara,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Urban / Bandar,20,No / Tidak,No / Tidak,No / Tidak,3,Rarely / Jarang,CelcomDigi,10,50,1,3,4,No / Tidak,Yes / Ya,
5/20/2025 19:29:19,Prepaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,6000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,4,Rural / Luar bandar,25,No / Tidak,No / Tidak,Yes / Ya,2,Rarely / Jarang,CelcomDigi,6,30,1,2,2,No / Tidak,Yes / Ya,
5/20/2025 19:31:32,Postpaid,Yes / Ya,50,Male / Lelaki,Employed / Bekerja,7000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,8,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,Yes / Ya,3,Often / Selalu,CelcomDigi,20,80,1,2,7,No / Tidak,Yes / Ya,
5/20/2025 19:33:48,Postpaid,Yes / Ya,23,Male / Lelaki,Employed / Bekerja,2200,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,60,Yes / Ya,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,1,70,1,2,6,No / Tidak,Yes / Ya,
5/20/2025 19:37:44,Postpaid,Yes / Ya,55,Male / Lelaki,Employed / Bekerja,7000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,7,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,Maxis,25,70,1,2,7,No / Tidak,Yes / Ya,
5/20/2025 19:56:07,Prepaid,Yes / Ya,24,Male / Lelaki,Employed / Bekerja,2300,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,10,Rural / Luar bandar,200,Yes / Ya,Yes / Ya,Yes / Ya,4,Often / Selalu,Maxis,5,180,1,3,6,No / Tidak,No / Tidak,
5/20/2025 20:29:18,Prepaid,Yes / Ya,33,Male / Lelaki,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,3,Often / Selalu,U Mobile,9,50,1,2,2,Yes / Ya,No / Tidak,
5/20/2025 20:33:59,Prepaid,Yes / Ya,50,Female / Perempuan,Employed / Bekerja,1500,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,1,Urban / Bandar,6,No / Tidak,Yes / Ya,Yes / Ya,9,Rarely / Jarang,U Mobile,10,38,1,3,3,No / Tidak,Yes / Ya,
5/20/2025 20:35:54,Postpaid,Yes / Ya,41,Female / Perempuan,Retired / Telah bersara,2000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,20,Yes / Ya,Yes / Ya,No / Tidak,2,Often / Selalu,CelcomDigi,2,20,2,2,2,Yes / Ya,Yes / Ya,
5/20/2025 20:49:07,Prepaid,Yes / Ya,65,Female / Perempuan,Retired / Telah bersara,3000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Urban / Bandar,35,No / Tidak,No / Tidak,No / Tidak,3,Rarely / Jarang,Maxis,25,35,1,1,2,No / Tidak,Yes / Ya,
5/20/2025 20:53:43,Postpaid,Yes / Ya,58,Female / Perempuan,Unemployed / Tidak bekerja,30000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Rural / Luar bandar,10,No / Tidak,Yes / Ya,Yes / Ya,1,Sometimes / Kadang Kala,CelcomDigi,10,100,1,2,5,No / Tidak,Yes / Ya,
5/20/2025 20:59:55,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 21:03:10,Postpaid,Yes / Ya,35,Male / Lelaki,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,4,Urban / Bandar,150,No / Tidak,Yes / Ya,Yes / Ya,5,Often / Selalu,CelcomDigi,2,86,1,1,2,No / Tidak,No / Tidak,
5/20/2025 21:07:46,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 21:08:18,Postpaid,Yes / Ya,40,Female / Perempuan,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Urban / Bandar,40,No / Tidak,No / Tidak,No / Tidak,4,Sometimes / Kadang Kala,CelcomDigi,11,180,1,2,3,No / Tidak,Yes / Ya,
5/20/2025 21:16:23,Postpaid,Yes / Ya,35,Male / Lelaki,Employed / Bekerja,1700,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Sub-urban / Pinggir bandar,35,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,U Mobile,3,50,1,1,2,Yes / Ya,No / Tidak,
5/20/2025 21:27:22,Prepaid,Yes / Ya,25,Male / Lelaki,Student / Pelajar,400,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,No / Tidak,2,Sometimes / Kadang Kala,U Mobile,5,30,1,4,5,No / Tidak,Yes / Ya,
5/20/2025 21:33:36,Postpaid,Yes / Ya,59,Male / Lelaki,Retired / Telah bersara,4000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,2,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,15,431,1,2,3,No / Tidak,Yes / Ya,
5/20/2025 21:35:54,Postpaid,Yes / Ya,37,Female / Perempuan,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Sub-urban / Pinggir bandar,20,No / Tidak,No / Tidak,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,20,100,2,4,3,Yes / Ya,Yes / Ya,
5/20/2025 21:36:43,Postpaid,Yes / Ya,42,Male / Lelaki,Employed / Bekerja,5000,PhD / Doktor Falsafah,Married / Berkahwin,3,Urban / Bandar,3,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,Maxis,3,200,1,1,3,Yes / Ya,Yes / Ya,
5/20/2025 21:38:22,Postpaid,Yes / Ya,43,Female / Perempuan,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Sub-urban / Pinggir bandar,20,No / Tidak,No / Tidak,Yes / Ya,10,Sometimes / Kadang Kala,U Mobile,3,60,1,2,7,No / Tidak,Yes / Ya,
5/20/2025 21:38:41,Postpaid,Yes / Ya,45,Female / Perempuan,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Urban / Bandar,10,No / Tidak,Yes / Ya,Yes / Ya,1,Sometimes / Kadang Kala,Maxis,16,150,1,3,3,No / Tidak,Yes / Ya,
5/20/2025 21:39:15,Postpaid,Yes / Ya,58,Female / Perempuan,Retired / Telah bersara,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,10,Sometimes / Kadang Kala,CelcomDigi,15,110,1,2,2,No / Tidak,Yes / Ya,
5/20/2025 21:40:55,Postpaid,Yes / Ya,49,Female / Perempuan,Employed / Bekerja,5000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,2,Rural / Luar bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,3,Rarely / Jarang,U Mobile,10,90,1,3,4,No / Tidak,Yes / Ya,
5/20/2025 21:42:16,Prepaid,Yes / Ya,45,Male / Lelaki,Employed / Bekerja,1500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Sub-urban / Pinggir bandar,80,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,3,40,1,1,4,No / Tidak,No / Tidak,
5/20/2025 21:45:27,Postpaid,Yes / Ya,29,Female / Perempuan,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,6,No / Tidak,No / Tidak,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,5,30,2,3,3,No / Tidak,Yes / Ya,
5/20/2025 21:47:01,Postpaid,Yes / Ya,58,Male / Lelaki,Employed / Bekerja,3500,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,2,Rural / Luar bandar,80,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,CelcomDigi,15,80,1,1,3,No / Tidak,No / Tidak,
5/20/2025 21:47:02,Postpaid,Yes / Ya,36,Female / Perempuan,Employed / Bekerja,4809,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,10,No / Tidak,Yes / Ya,Yes / Ya,1,Sometimes / Kadang Kala,Maxis,4,67,1,2,3,No / Tidak,Yes / Ya,
5/20/2025 21:47:36,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,9000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,redONE,8,60,133,3,7,No / Tidak,Yes / Ya,
5/20/2025 21:51:17,Postpaid,Yes / Ya,47,Male / Lelaki,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Rural / Luar bandar,50,No / Tidak,No / Tidak,No / Tidak,1,Sometimes / Kadang Kala,Maxis,27,320,2,2,2,Yes / Ya,Yes / Ya,
5/20/2025 21:52:02,Postpaid,Yes / Ya,61,Female / Perempuan,Retired / Telah bersara,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,3,70,1,1,4,No / Tidak,Yes / Ya,
5/20/2025 21:55:16,Postpaid,Yes / Ya,50,Female / Perempuan,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,8,Urban / Bandar,40,No / Tidak,Yes / Ya,No / Tidak,5,Rarely / Jarang,CelcomDigi,8,40,1,2,3,No / Tidak,Yes / Ya,
5/20/2025 22:10:01,Prepaid,Yes / Ya,28,Male / Lelaki,Employed / Bekerja,3000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,2,Urban / Bandar,60,No / Tidak,Yes / Ya,Yes / Ya,9,Sometimes / Kadang Kala,U Mobile,1,40,1,1,3,No / Tidak,No / Tidak,
5/20/2025 22:13:02,Postpaid,Yes / Ya,59,Female / Perempuan,Employed / Bekerja,2000,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,1,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,8,Rarely / Jarang,Maxis,3,75,1,1,8,No / Tidak,Yes / Ya,
5/20/2025 22:14:43,Postpaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,7000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,1,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,20,220,34,4,4,No / Tidak,Yes / Ya,
5/20/2025 22:40:47,Postpaid,Yes / Ya,38,Male / Lelaki,Employed / Bekerja,8500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,No / Tidak,4,Sometimes / Kadang Kala,CelcomDigi,13,90,2,5,2,Yes / Ya,Yes / Ya,
5/20/2025 22:48:40,Prepaid,Yes / Ya,29,Female / Perempuan,Unemployed / Tidak bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,24,Rarely / Jarang,Tune Talk,5,35,1,2,2,No / Tidak,Yes / Ya,
5/20/2025 22:54:24,Postpaid,Yes / Ya,24,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Rural / Luar bandar,50,Yes / Ya,Yes / Ya,Yes / Ya,6,Often / Selalu,U Mobile,6,40,1,3,1,No / Tidak,Yes / Ya,
5/20/2025 23:01:46,Postpaid,Yes / Ya,31,Female / Perempuan,Employed / Bekerja,2000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Sub-urban / Pinggir bandar,100,No / Tidak,No / Tidak,Yes / Ya,3,Often / Selalu,U Mobile,5,50,2,3,2,Yes / Ya,No / Tidak,
5/20/2025 23:01:51,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 23:02:17,Prepaid,Yes / Ya,24,Female / Perempuan,Student / Pelajar,300,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,8,Sometimes / Kadang Kala,Maxis,6,50,1,3,8,No / Tidak,Yes / Ya,
5/20/2025 23:02:44,Postpaid,Yes / Ya,46,Female / Perempuan,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Urban / Bandar,50,No / Tidak,No / Tidak,Yes / Ya,2,Rarely / Jarang,Tune Talk,4,50,1,2,4,No / Tidak,Yes / Ya,
5/20/2025 23:04:33,Postpaid,Yes / Ya,41,Female / Perempuan,Employed / Bekerja,6000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,3,Rural / Luar bandar,50,Yes / Ya,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,6,200,1,3,5,Yes / Ya,Yes / Ya,
5/20/2025 23:06:11,Postpaid,Yes / Ya,23,Male / Lelaki,Student / Pelajar,3325,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,2,Rural / Luar bandar,100,Yes / Ya,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,1,50,2,4,3,No / Tidak,Yes / Ya,
5/20/2025 23:10:16,Postpaid,Yes / Ya,58,Female / Perempuan,Retired / Telah bersara,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Sub-urban / Pinggir bandar,15,No / Tidak,Yes / Ya,Yes / Ya,1,Sometimes / Kadang Kala,U Mobile,10,40,1,1,3,No / Tidak,Yes / Ya,
5/20/2025 23:10:25,Prepaid,Yes / Ya,24,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,7,Often / Selalu,Maxis,12,40,1,3,2,No / Tidak,Yes / Ya,
5/20/2025 23:31:18,Postpaid,Yes / Ya,55,Female / Perempuan,Employed / Bekerja,2000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,2,Urban / Bandar,30,No / Tidak,No / Tidak,Yes / Ya,12,Often / Selalu,redONE,5,110,2,2,6,Yes / Ya,Yes / Ya,
5/20/2025 23:41:43,Postpaid,Yes / Ya,40,Male / Lelaki,Employed / Bekerja,200000,PhD / Doktor Falsafah,Married / Berkahwin,2,Urban / Bandar,250,No / Tidak,No / Tidak,Yes / Ya,1,Sometimes / Kadang Kala,CelcomDigi,3,190,1,3,4,Yes / Ya,Yes / Ya,
5/20/2025 23:50:16,Prepaid,Yes / Ya,51,Female / Perempuan,Unemployed / Tidak bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,0,Rural / Luar bandar,2,Yes / Ya,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,Onexox,6,30,1,3,1,No / Tidak,Yes / Ya,
5/20/2025 23:50:30,Postpaid,Yes / Ya,45,Female / Perempuan,Employed / Bekerja,6000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,2,Urban / Bandar,250,No / Tidak,Yes / Ya,Yes / Ya,6,Rarely / Jarang,CelcomDigi,3,120,1,3,4,Yes / Ya,Yes / Ya,
5/20/2025 23:52:05,Postpaid,Yes / Ya,54,Male / Lelaki,Unemployed / Tidak bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,0,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,CelcomDigi,30,50,1,1,5,Yes / Ya,No / Tidak,
5/20/2025 23:58:23,Postpaid,Yes / Ya,53,Male / Lelaki,Employed / Bekerja,12000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,15,200,13,3,7,No / Tidak,Yes / Ya,
5/21/2025 0:02:03,Prepaid,Yes / Ya,66,Female / Perempuan,Retired / Telah bersara,3600,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,5,Rarely / Jarang,Maxis,6,40,1,1,2,No / Tidak,Yes / Ya,
5/21/2025 0:10:56,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,8,Sub-urban / Pinggir bandar,50,No / Tidak,No / Tidak,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,15,150,1,2,7,No / Tidak,Yes / Ya,
5/21/2025 0:12:44,Postpaid,Yes / Ya,50,Female / Perempuan,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,4,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,3,230,2,3,5,Yes / Ya,Yes / Ya,
